log_message,cpu,memory,disk,root_cause
Server cpu overloaded by parallel processing tasks,90.5,65.51,59.66,CPU_OVERLOAD
High computational workload causing cpu spike,96.76,34.18,59.43,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,94.31,66.15,24.61,CPU_OVERLOAD
CPU saturation detected on application server,87.55,68.89,23.81,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,93.93,65.66,52.1,CPU_OVERLOAD
CPU saturation detected on application server,95.58,55.17,59.03,CPU_OVERLOAD
High computational workload causing cpu spike,97.94,38.07,56.66,CPU_OVERLOAD
CPU saturation detected on application server,84.97,40.63,33.62,CPU_OVERLOAD
High computational workload causing cpu spike,84.41,52.04,35.26,CPU_OVERLOAD
CPU saturation detected on application server,84.48,67.58,44.82,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,82.85,60.37,26.77,CPU_OVERLOAD
High computational workload causing cpu spike,98.53,43.93,57.53,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,80.39,41.44,39.51,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,87.0,63.99,24.44,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,83.11,54.79,40.31,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,87.7,69.8,26.45,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,82.35,56.86,32.33,CPU_OVERLOAD
High computational workload causing cpu spike,98.22,49.44,26.6,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,92.57,35.23,23.61,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,80.49,68.73,50.54,CPU_OVERLOAD
High computational workload causing cpu spike,98.36,49.15,48.81,CPU_OVERLOAD
CPU saturation detected on application server,98.16,47.08,37.97,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,94.38,62.57,41.66,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,91.08,64.73,57.64,CPU_OVERLOAD
High computational workload causing cpu spike,94.79,39.42,35.14,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,83.84,66.05,54.51,CPU_OVERLOAD
High computational workload causing cpu spike,96.18,53.14,21.09,CPU_OVERLOAD
CPU saturation detected on application server,97.81,31.46,41.99,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,89.48,53.11,48.21,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,93.68,57.88,59.1,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,81.22,46.88,51.23,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,98.46,35.66,29.64,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,98.33,39.91,57.16,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,96.05,52.38,47.43,CPU_OVERLOAD
High computational workload causing cpu spike,94.54,32.77,30.91,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,94.43,44.67,31.92,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,97.87,45.21,28.67,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,87.49,54.93,54.51,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,90.86,56.09,45.6,CPU_OVERLOAD
CPU saturation detected on application server,82.4,31.92,56.98,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,89.14,38.14,32.74,CPU_OVERLOAD
CPU saturation detected on application server,96.41,65.58,48.84,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,89.99,55.97,27.76,CPU_OVERLOAD
CPU saturation detected on application server,94.59,64.19,55.69,CPU_OVERLOAD
CPU saturation detected on application server,83.87,34.78,20.28,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,90.4,60.42,49.31,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,94.01,59.64,25.29,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,90.65,49.82,48.63,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,85.55,59.71,31.78,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,86.95,68.73,31.56,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,94.6,49.89,51.39,CPU_OVERLOAD
High computational workload causing cpu spike,85.19,36.65,55.23,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,93.06,40.59,40.53,CPU_OVERLOAD
CPU saturation detected on application server,88.01,64.28,53.36,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,85.3,55.43,26.51,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,81.47,43.19,26.04,CPU_OVERLOAD
CPU saturation detected on application server,90.42,36.36,27.93,CPU_OVERLOAD
High computational workload causing cpu spike,93.77,31.48,42.6,CPU_OVERLOAD
CPU saturation detected on application server,81.97,68.31,49.71,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,82.53,53.38,54.84,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,85.94,34.72,20.65,CPU_OVERLOAD
CPU saturation detected on application server,86.77,30.18,49.22,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,88.55,69.77,59.86,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,81.09,59.92,37.22,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,84.29,31.42,27.59,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,84.47,69.03,43.52,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,85.34,46.38,41.63,CPU_OVERLOAD
CPU saturation detected on application server,97.36,63.28,56.21,CPU_OVERLOAD
High computational workload causing cpu spike,90.78,39.77,40.09,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,87.61,60.97,59.98,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,90.32,36.41,23.16,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,87.79,31.79,31.56,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,89.86,40.11,24.84,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,90.84,54.3,54.8,CPU_OVERLOAD
CPU saturation detected on application server,88.34,34.78,30.03,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,92.53,51.35,21.32,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,80.37,62.66,34.67,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,98.68,59.64,58.15,CPU_OVERLOAD
CPU saturation detected on application server,97.65,63.3,37.44,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,94.24,66.73,27.12,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,84.29,57.78,22.75,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,85.78,56.0,20.11,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,86.32,52.08,47.42,CPU_OVERLOAD
High computational workload causing cpu spike,90.06,68.46,26.04,CPU_OVERLOAD
CPU saturation detected on application server,90.9,68.41,45.15,CPU_OVERLOAD
CPU saturation detected on application server,84.65,60.4,24.01,CPU_OVERLOAD
CPU saturation detected on application server,82.88,32.94,58.69,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,94.64,48.9,41.85,CPU_OVERLOAD
High computational workload causing cpu spike,94.91,48.64,33.42,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,98.15,62.91,39.81,CPU_OVERLOAD
High computational workload causing cpu spike,87.52,42.95,33.82,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,85.09,44.47,50.61,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,83.47,52.76,51.57,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,91.1,34.99,36.03,CPU_OVERLOAD
CPU saturation detected on application server,86.98,62.57,51.59,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,94.19,48.88,33.49,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,89.98,42.51,48.59,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,86.26,34.69,41.58,CPU_OVERLOAD
CPU saturation detected on application server,81.74,47.6,35.49,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,94.32,59.8,44.63,CPU_OVERLOAD
CPU saturation detected on application server,98.61,49.4,34.99,CPU_OVERLOAD
High computational workload causing cpu spike,88.89,32.28,34.2,CPU_OVERLOAD
CPU saturation detected on application server,83.06,52.0,49.76,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,89.89,58.4,29.55,CPU_OVERLOAD
High computational workload causing cpu spike,98.55,42.66,22.02,CPU_OVERLOAD
High computational workload causing cpu spike,93.34,46.44,33.14,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,88.76,39.84,26.61,CPU_OVERLOAD
CPU saturation detected on application server,86.94,44.63,33.31,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,86.5,62.23,20.95,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,94.06,65.63,34.89,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,92.06,34.98,48.39,CPU_OVERLOAD
CPU saturation detected on application server,87.97,33.62,23.39,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,97.14,66.92,32.0,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,86.92,35.22,21.37,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,87.3,31.91,53.02,CPU_OVERLOAD
High computational workload causing cpu spike,87.93,65.57,34.17,CPU_OVERLOAD
High computational workload causing cpu spike,84.8,69.05,30.71,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,89.65,51.04,44.12,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,88.45,53.37,51.71,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,96.34,57.55,49.9,CPU_OVERLOAD
High computational workload causing cpu spike,96.94,58.7,35.49,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,84.45,40.13,57.93,CPU_OVERLOAD
High computational workload causing cpu spike,96.89,38.48,33.93,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,92.52,54.46,32.4,CPU_OVERLOAD
High computational workload causing cpu spike,81.46,38.99,40.3,CPU_OVERLOAD
High computational workload causing cpu spike,95.96,49.84,44.04,CPU_OVERLOAD
CPU saturation detected on application server,96.74,46.54,20.83,CPU_OVERLOAD
High computational workload causing cpu spike,85.31,60.88,52.94,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,97.24,48.05,55.16,CPU_OVERLOAD
CPU saturation detected on application server,87.1,48.69,25.69,CPU_OVERLOAD
High computational workload causing cpu spike,90.34,62.98,32.77,CPU_OVERLOAD
High computational workload causing cpu spike,90.21,64.46,30.79,CPU_OVERLOAD
High computational workload causing cpu spike,94.4,41.64,51.53,CPU_OVERLOAD
High computational workload causing cpu spike,87.08,56.69,32.61,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,84.65,43.0,20.65,CPU_OVERLOAD
High computational workload causing cpu spike,82.36,47.57,25.16,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,89.81,39.06,46.37,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,93.52,35.23,25.67,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,98.54,30.26,54.6,CPU_OVERLOAD
CPU saturation detected on application server,84.83,55.42,46.99,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,98.5,60.78,26.54,CPU_OVERLOAD
CPU saturation detected on application server,90.82,34.59,31.28,CPU_OVERLOAD
High computational workload causing cpu spike,93.28,69.5,37.91,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,96.73,30.87,21.39,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,93.92,43.69,54.09,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,86.98,69.67,55.32,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,90.81,38.41,31.51,CPU_OVERLOAD
CPU saturation detected on application server,95.66,43.33,43.23,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,90.6,59.22,57.08,CPU_OVERLOAD
CPU saturation detected on application server,85.82,60.92,42.22,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,96.84,41.37,34.79,CPU_OVERLOAD
CPU saturation detected on application server,94.32,61.36,49.06,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,90.76,51.0,23.77,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,88.03,57.07,37.26,CPU_OVERLOAD
High computational workload causing cpu spike,83.11,66.33,57.11,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,85.4,54.91,20.42,CPU_OVERLOAD
CPU saturation detected on application server,81.32,47.3,32.22,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,93.41,30.36,26.22,CPU_OVERLOAD
CPU saturation detected on application server,82.46,56.99,37.49,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,83.14,42.91,58.9,CPU_OVERLOAD
CPU saturation detected on application server,82.53,33.64,34.13,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,93.05,37.53,55.97,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,96.52,50.09,34.32,CPU_OVERLOAD
High computational workload causing cpu spike,83.98,38.8,34.78,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,86.2,45.18,22.36,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,98.48,67.23,52.54,CPU_OVERLOAD
CPU saturation detected on application server,91.24,34.86,50.94,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,87.39,67.53,39.16,CPU_OVERLOAD
High computational workload causing cpu spike,96.47,48.19,47.07,CPU_OVERLOAD
CPU saturation detected on application server,87.5,62.76,34.55,CPU_OVERLOAD
High computational workload causing cpu spike,83.76,46.93,51.67,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,82.34,42.62,55.85,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,85.25,32.09,51.86,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,86.88,34.41,32.3,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,98.54,62.44,21.74,CPU_OVERLOAD
CPU saturation detected on application server,92.2,30.18,44.57,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,85.45,62.27,50.79,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,91.86,35.13,25.05,CPU_OVERLOAD
CPU saturation detected on application server,84.87,39.59,25.56,CPU_OVERLOAD
High computational workload causing cpu spike,93.53,65.62,46.25,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,80.51,33.35,34.12,CPU_OVERLOAD
CPU saturation detected on application server,91.53,61.11,28.54,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,86.27,34.66,27.1,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,81.93,51.98,46.13,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,87.83,69.81,20.3,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,84.96,53.34,39.34,CPU_OVERLOAD
High computational workload causing cpu spike,97.22,44.49,40.2,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,90.83,44.6,42.37,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,89.41,30.82,22.88,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,83.57,44.65,40.67,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,90.67,31.42,28.9,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,99.0,41.69,52.14,CPU_OVERLOAD
CPU saturation detected on application server,95.05,32.84,38.52,CPU_OVERLOAD
CPU saturation detected on application server,86.54,61.12,33.28,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,81.83,43.2,58.37,CPU_OVERLOAD
CPU saturation detected on application server,88.32,67.86,27.65,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,87.91,49.63,26.39,CPU_OVERLOAD
High computational workload causing cpu spike,88.38,59.94,57.11,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,84.98,43.66,20.5,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,88.37,42.89,47.78,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,89.81,61.36,24.27,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,81.67,40.38,46.55,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,85.41,44.48,43.95,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,81.9,64.27,30.88,CPU_OVERLOAD
CPU saturation detected on application server,83.1,33.41,55.21,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,88.16,61.65,30.5,CPU_OVERLOAD
High computational workload causing cpu spike,90.27,34.04,46.96,CPU_OVERLOAD
High computational workload causing cpu spike,90.41,63.51,23.4,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,85.78,59.38,24.49,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,92.4,55.1,43.63,CPU_OVERLOAD
CPU saturation detected on application server,91.8,31.27,28.89,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,84.13,52.06,25.25,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,91.7,30.83,25.21,CPU_OVERLOAD
CPU saturation detected on application server,97.07,56.37,20.43,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,91.76,62.22,59.2,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,85.8,39.97,41.82,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,85.97,60.71,36.22,CPU_OVERLOAD
High computational workload causing cpu spike,92.26,52.42,34.37,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,89.99,34.97,36.97,CPU_OVERLOAD
High computational workload causing cpu spike,93.83,68.63,22.09,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,94.77,34.06,49.92,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,90.46,60.08,49.35,CPU_OVERLOAD
High computational workload causing cpu spike,91.45,53.21,52.58,CPU_OVERLOAD
CPU saturation detected on application server,88.21,60.48,36.03,CPU_OVERLOAD
High computational workload causing cpu spike,93.3,53.14,22.99,CPU_OVERLOAD
CPU saturation detected on application server,88.66,45.77,58.69,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,84.49,38.86,27.4,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,84.37,39.6,48.19,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,80.48,55.15,43.82,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,84.73,50.42,26.61,CPU_OVERLOAD
High computational workload causing cpu spike,96.95,37.66,44.12,CPU_OVERLOAD
High computational workload causing cpu spike,81.43,45.83,46.27,CPU_OVERLOAD
CPU saturation detected on application server,90.24,31.49,56.14,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,92.5,56.1,34.05,CPU_OVERLOAD
High computational workload causing cpu spike,84.45,67.74,28.94,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,81.35,39.27,56.44,CPU_OVERLOAD
